Date,Count
2015/1/1,9
2015/1/2,14
2015/1/3,19
2015/1/4,9
2015/1/5,14
2015/1/6,7
2015/1/7,8
2015/1/8,11
2015/1/9,13
2015/1/10,8
2015/1/11,7
2015/1/12,13
2015/1/13,30
2015/1/14,32
2015/1/15,19
2015/1/16,23
2015/1/17,10
2015/1/18,12
2015/1/19,16
2015/1/20,17
2015/1/21,14
2015/1/22,29
2015/1/23,73
2015/1/24,13
2015/1/25,27
2015/1/26,9
2015/1/27,12
2015/1/28,16
2015/1/29,31
2015/1/30,45
2015/1/31,26
2015/2/1,23
2015/2/2,27
2015/2/3,22
2015/2/4,11
2015/2/5,1
2015/2/6,4
2015/2/7,6
2015/2/8,6
2015/2/9,4
2015/2/10,1
2015/2/11,7
2015/2/12,9
2015/2/13,8
2015/2/14,6
2015/2/15,14
2015/2/16,16
2015/2/17,6
2015/2/18,4
2015/2/19,2
2015/2/20,30
2015/2/21,26
2015/2/22,22
2015/2/23,23
2015/2/24,23
2015/2/25,8
2015/2/26,6
2015/2/27,10
2015/2/28,5
2015/3/1,9
2015/3/2,10
2015/3/3,7
2015/3/4,8
2015/3/5,21
2015/3/6,39
2015/3/7,11
2015/3/8,11
2015/3/9,9
2015/3/10,4
2015/3/11,6
2015/3/12,11
2015/3/13,11
2015/3/14,18
2015/3/15,10
2015/3/16,9
2015/3/17,8
2015/3/18,6
2015/3/19,36
2015/3/20,29
2015/3/21,8
2015/3/22,9
2015/3/23,5
2015/3/25,5
2015/3/26,4
2015/3/27,13
2015/3/28,11
2015/3/29,9
2015/4/1,22
2015/4/2,67
2015/4/3,42
2015/4/4,23
2015/4/5,21
2015/4/6,16
2015/4/7,3
2015/4/8,7
2015/4/9,8
2015/4/10,8
2015/4/11,12
2015/4/12,20
2015/4/13,9
2015/4/14,6
2015/4/15,11
2015/4/16,19
2015/4/17,18
2015/4/18,11
2015/4/19,15
2015/4/20,9
2015/4/21,11
2015/4/22,8
2015/4/23,15
2015/4/24,18
2015/4/25,8
2015/4/26,13
2015/4/27,19
2015/4/28,72
2015/4/29,110
2015/4/30,34
2015/5/1,24
2015/5/2,34
2015/5/3,26
2015/5/4,10
2015/5/5,13
2015/5/6,9
2015/5/7,7
2015/5/8,13
2015/5/9,10
2015/5/10,10
2015/5/11,9
2015/5/12,5
2015/5/13,16
2015/5/14,27
2015/5/15,15
2015/5/16,15
2015/5/17,12
2015/5/18,11
2015/5/19,9
2015/5/20,11
2015/5/21,10
2015/5/22,33
2015/5/23,11
2015/5/24,14
2015/5/25,7
2015/5/26,11
2015/5/27,9
2015/5/28,14
2015/5/29,21
2015/5/30,14
2015/5/31,15
2015/6/1,9
2015/6/2,16
2015/6/3,17
2015/6/4,9
2015/6/5,18
2015/6/6,10
2015/6/7,8
2015/6/8,4
2015/6/9,6
2015/6/10,7
2015/6/11,9
2015/6/12,29
2015/6/13,8
2015/6/14,8
2015/6/15,15
2015/6/16,15
2015/6/17,11
2015/6/18,21
2015/6/19,42
2015/6/20,46
2015/6/21,27
2015/6/22,23
2015/6/23,9
2015/6/24,15
2015/6/25,15
2015/6/26,18
2015/6/27,15
2015/6/28,10
2015/6/29,7
2015/6/30,9
2015/7/1,5
2015/7/2,10
2015/7/3,17
2015/7/4,17
2015/7/5,7
2015/7/6,11
2015/7/7,26
2015/7/8,21
2015/7/9,17
2015/7/10,30
2015/7/11,33
2015/7/12,51
2015/7/13,37
2015/7/14,21
2015/7/15,30
2015/7/16,48
2015/7/17,24
2015/7/18,20
2015/7/19,10
2015/7/20,8
2015/7/21,12
2015/7/22,4
2015/7/23,10
2015/7/24,9
2015/7/25,5
2015/7/27,10
2015/7/28,5
2015/7/29,16
2015/7/30,12
2015/7/31,8
2015/8/1,4
2015/8/2,12
2015/8/3,10
2015/8/4,5
2015/8/5,4
2015/8/6,8
2015/8/7,10
2015/8/8,5
2015/8/9,5
2015/8/10,8
2015/8/11,9
2015/8/12,6
2015/8/13,4
2015/8/14,5
2015/8/15,10
2015/8/16,5
2015/8/17,13
2015/8/18,11
2015/8/19,9
2015/8/20,8
2015/8/21,7
2015/8/22,18
2015/8/23,11
2015/8/24,5
2015/8/25,4
2015/8/27,19
2015/8/28,14
2015/8/29,18
2015/8/30,21
2015/8/31,6
2015/9/1,16
2015/9/2,20
2015/9/3,10
2015/9/4,26
2015/9/5,44
2015/9/6,6
2015/9/7,14
2015/9/8,36
2015/9/9,11
2015/9/10,11
2015/9/11,37
2015/9/12,28
2015/9/13,20
2015/9/14,25
2015/9/15,8
2015/9/16,15
2015/9/17,7
2015/9/18,24
2015/9/19,4
2015/9/20,14
2015/9/21,8
2015/9/22,6
2015/9/23,10
2015/9/24,13
2015/9/25,44
2015/9/26,67
2015/9/27,40
2015/9/28,41
2015/9/29,70
2015/9/30,101
2015/10/1,51
2015/10/2,47
2015/10/3,21
2015/10/4,13
2015/10/5,10
2015/10/6,21
2015/10/7,52
2015/10/8,6
2015/10/9,14
2015/10/10,2
2015/10/11,4
2015/10/12,8
2015/10/13,14
2015/10/14,8
2015/10/15,7
2015/10/16,25
2015/10/17,17
2015/10/18,29
2015/10/19,13
2015/10/20,17
2015/10/21,15
2015/10/22,9
2015/10/23,34
2015/10/24,15
2015/10/25,20
2015/10/26,6
2015/10/27,9
2015/10/28,11
2015/10/29,9
2015/10/30,43
2015/11/1,17
2015/11/2,1
2015/11/3,1
2015/11/4,6
2015/11/5,13
2015/11/6,44
2015/11/7,22
2015/11/8,15
2015/11/9,5
2015/11/10,5
2015/11/11,9
2015/11/12,15
2015/11/13,42
2015/11/14,17
2015/11/15,17
2015/11/16,5
2015/11/17,11
2015/11/18,15
2015/11/19,12
2015/11/20,44
2015/11/21,12
2015/11/22,17
2015/11/23,9
2015/11/24,5
2015/11/25,12
2015/11/26,18
2015/11/27,39
2015/11/28,13
2015/11/29,13
2015/11/30,11
2015/12/1,10
2015/12/2,8
2015/12/3,11
2015/12/4,40
2015/12/5,17
2015/12/6,9
2015/12/7,7
2015/12/8,14
2015/12/9,11
2015/12/10,21
2015/12/11,27
2015/12/12,6
2015/12/13,11
2015/12/14,6
2015/12/15,12
2015/12/16,8
2015/12/17,23
2015/12/18,25
2015/12/19,11
2015/12/20,19
2015/12/21,5
2015/12/22,5
2015/12/23,4
2015/12/24,19
2015/12/25,13
2015/12/26,10
2015/12/27,9
2015/12/28,13
2015/12/29,22
2015/12/30,45
2015/12/31,88
2016/1/1,20
2016/1/2,10
2016/1/3,24
2016/1/4,15
2016/1/5,12
2016/1/6,14
2016/1/7,12
2016/1/8,24
2016/1/9,52
2016/1/10,33
2016/1/11,32
2016/1/12,19
2016/1/13,21
2016/1/14,27
2016/1/15,90
2016/1/16,89
2016/1/17,15
2016/1/18,7
2016/1/19,23
2016/1/20,16
2016/1/21,38
2016/1/22,80
2016/1/23,50
2016/1/24,28
2016/1/25,18
2016/1/26,11
2016/1/27,3
2016/1/28,9
2016/1/29,7
2016/1/30,10
2016/1/31,15
2016/2/1,4
2016/2/2,13
2016/2/3,4
2016/2/4,4
2016/2/5,28
2016/2/6,13
2016/2/7,2
2016/2/8,3
2016/2/9,13
2016/2/10,18
2016/2/11,12
2016/2/12,27
2016/2/13,24
2016/2/14,18
2016/2/15,15
2016/2/16,5
2016/2/17,11
2016/2/18,8
2016/2/20,10
2016/2/21,7
2016/2/22,2
2016/2/23,2
2016/2/24,4
2016/2/25,9
2016/2/26,16
2016/2/27,10
2016/2/28,8
2016/2/29,9
2016/3/1,9
2016/3/2,12
2016/3/3,14
2016/3/4,34
2016/3/5,30
2016/3/6,42
2016/3/7,4
2016/3/8,6
2016/3/9,6
2016/3/10,12
2016/3/11,32
2016/3/12,14
2016/3/13,7
2016/3/14,10
2016/3/15,8
2016/3/16,11
2016/3/17,9
2016/3/18,19
2016/3/19,12
2016/3/20,25
