Date,Count
2015/1/1,33
2015/1/2,266
2015/1/3,321
2015/1/4,43
2015/1/5,26
2015/1/6,38
2015/1/7,41
2015/1/8,39
2015/1/9,50
2015/1/10,30
2015/1/11,41
2015/1/12,160
2015/1/13,35
2015/1/14,32
2015/1/15,46
2015/1/16,27
2015/1/17,37
2015/1/18,36
2015/1/19,44
2015/1/20,42
2015/1/21,47
2015/1/22,85
2015/1/23,44
2015/1/24,40
2015/1/25,52
2015/1/26,34
2015/1/27,34
2015/1/28,36
2015/1/29,24
2015/1/30,41
2015/1/31,35
2015/2/1,43
2015/2/2,35
2015/2/3,46
2015/2/4,37
2015/2/5,50
2015/2/6,59
2015/2/7,60
2015/2/8,48
2015/2/9,37
2015/2/10,47
2015/2/11,35
2015/2/12,35
2015/2/13,57
2015/2/14,33
2015/2/15,38
2015/2/16,62
2015/2/17,23
2015/2/18,5
2015/2/19,28
2015/2/20,48
2015/2/21,68
2015/2/22,124
2015/2/23,128
2015/2/24,176
2015/2/25,124
2015/2/26,148
2015/2/27,101
2015/2/28,76
2015/3/1,91
2015/3/2,162
2015/3/3,136
2015/3/4,119
2015/3/5,148
2015/3/6,93
2015/3/7,69
2015/3/8,73
2015/3/9,115
2015/3/10,96
2015/3/11,108
2015/3/12,77
2015/3/13,55
2015/3/14,69
2015/3/15,97
2015/3/16,87
2015/3/17,72
2015/3/18,66
2015/3/19,46
2015/3/20,60
2015/3/21,64
2015/3/22,66
2015/3/23,63
2015/3/25,53
2015/3/26,45
2015/3/27,54
2015/3/28,68
2015/3/29,87
2015/4/1,64
2015/4/2,69
2015/4/3,51
2015/4/4,60
2015/4/5,74
2015/4/6,53
2015/4/7,53
2015/4/8,55
2015/4/9,58
2015/4/10,64
2015/4/11,60
2015/4/12,66
2015/4/13,32
2015/4/14,46
2015/4/15,50
2015/4/16,47
2015/4/17,76
2015/4/18,95
2015/4/19,60
2015/4/20,47
2015/4/21,50
2015/4/22,71
2015/4/23,56
2015/4/24,79
2015/4/25,60
2015/4/26,64
2015/4/27,59
2015/4/28,86
2015/4/29,73
2015/4/30,47
2015/5/1,71
2015/5/2,92
2015/5/3,119
2015/5/4,86
2015/5/5,88
2015/5/6,63
2015/5/7,74
2015/5/8,54
2015/5/9,82
2015/5/10,50
2015/5/11,45
2015/5/12,36
2015/5/13,56
2015/5/14,46
2015/5/15,54
2015/5/16,90
2015/5/17,65
2015/5/18,84
2015/5/19,66
2015/5/20,59
2015/5/21,50
2015/5/22,56
2015/5/23,47
2015/5/24,44
2015/5/25,80
2015/5/26,52
2015/5/27,50
2015/5/28,50
2015/5/29,57
2015/5/30,60
2015/5/31,38
2015/6/1,43
2015/6/2,57
2015/6/3,40
2015/6/4,38
2015/6/5,67
2015/6/6,51
2015/6/7,57
2015/6/8,43
2015/6/9,62
2015/6/10,52
2015/6/11,60
2015/6/12,103
2015/6/13,50
2015/6/14,75
2015/6/15,68
2015/6/16,81
2015/6/17,102
2015/6/18,73
2015/6/19,70
2015/6/20,100
2015/6/21,79
2015/6/22,80
2015/6/23,64
2015/6/24,75
2015/6/25,72
2015/6/26,98
2015/6/27,61
2015/6/28,59
2015/6/29,55
2015/6/30,72
2015/7/1,61
2015/7/2,82
2015/7/3,95
2015/7/4,97
2015/7/5,112
2015/7/6,66
2015/7/7,82
2015/7/8,85
2015/7/9,107
2015/7/10,65
2015/7/11,106
2015/7/12,84
2015/7/13,81
2015/7/14,70
2015/7/15,57
2015/7/16,48
2015/7/17,78
2015/7/18,66
2015/7/19,97
2015/7/20,50
2015/7/21,57
2015/7/22,77
2015/7/23,281
2015/7/24,80
2015/7/25,74
2015/7/27,66
2015/7/28,81
2015/7/29,78
2015/7/30,77
2015/7/31,54
2015/8/1,90
2015/8/2,71
2015/8/3,71
2015/8/4,53
2015/8/5,69
2015/8/6,89
2015/8/7,90
2015/8/8,77
2015/8/9,54
