Date,Count
2015/1/1,19
2015/1/2,71
2015/1/3,46
2015/1/4,4
2015/1/5,9
2015/1/6,7
2015/1/7,8
2015/1/8,9
2015/1/9,18
2015/1/10,22
2015/1/11,8
2015/1/12,23
2015/1/13,27
2015/1/14,63
2015/1/15,28
2015/1/16,11
2015/1/17,23
2015/1/18,37
2015/1/19,28
2015/1/20,9
2015/1/21,9
2015/1/22,28
2015/1/23,34
2015/1/24,13
2015/1/25,7
2015/1/26,12
2015/1/27,4
2015/1/28,11
2015/1/29,5
2015/1/30,5
2015/1/31,3
2015/2/1,4
2015/2/3,6
2015/2/4,4
2015/2/5,8
2015/2/6,5
2015/2/7,5
2015/2/8,9
2015/2/9,9
2015/2/10,7
2015/2/11,9
2015/2/12,5
2015/2/13,15
2015/2/14,19
2015/2/15,20
2015/2/16,33
2015/2/17,6
2015/2/19,9
2015/2/20,40
2015/2/21,5
2015/2/22,20
2015/2/23,17
2015/2/24,25
2015/2/25,14
2015/2/26,21
2015/2/27,25
2015/2/28,12
2015/3/1,10
2015/3/2,9
2015/3/3,16
2015/3/4,13
2015/3/5,51
2015/3/6,96
2015/3/7,94
2015/3/8,20
2015/3/9,14
2015/3/10,5
2015/3/11,4
2015/3/12,11
2015/3/13,11
2015/3/14,16
2015/3/15,5
2015/3/16,7
2015/3/17,9
2015/3/18,7
2015/3/19,11
2015/3/20,24
2015/3/21,39
2015/3/22,8
2015/3/23,9
2015/3/25,3
2015/3/26,12
2015/3/27,15
2015/3/28,14
2015/3/29,11
2015/4/1,12
2015/4/2,42
2015/4/3,52
2015/4/4,9
2015/4/5,63
2015/4/6,19
2015/4/7,9
2015/4/8,8
2015/4/9,10
2015/4/10,19
2015/4/11,22
2015/4/12,24
2015/4/13,7
2015/4/14,5
2015/4/15,7
2015/4/16,13
2015/4/17,7
2015/4/18,9
2015/4/19,12
2015/4/20,14
2015/4/21,21
2015/4/22,2
2015/4/23,15
2015/4/24,11
2015/4/25,13
2015/4/26,13
2015/4/27,41
2015/4/28,26
2015/4/29,49
2015/4/30,35
2015/5/1,19
2015/5/2,36
2015/5/3,27
2015/5/4,27
2015/5/5,9
2015/5/6,23
2015/5/7,39
2015/5/8,42
2015/5/9,86
2015/5/10,10
2015/5/11,13
2015/5/12,12
2015/5/13,17
2015/5/14,11
2015/5/15,17
2015/5/16,9
2015/5/17,10
2015/5/18,14
2015/5/19,13
2015/5/20,11
2015/5/21,20
2015/5/22,7
2015/5/23,26
2015/5/24,11
2015/5/25,5
2015/5/26,10
2015/5/27,14
2015/5/28,5
2015/5/29,13
2015/5/30,20
2015/5/31,4
2015/6/1,12
2015/6/2,8
2015/6/3,7
2015/6/4,17
2015/6/5,4
2015/6/6,9
2015/6/7,7
2015/6/8,6
2015/6/9,21
2015/6/10,5
2015/6/11,13
2015/6/12,7
2015/6/13,14
2015/6/14,7
2015/6/15,2
2015/6/16,10
2015/6/17,14
2015/6/18,25
2015/6/19,29
2015/6/20,16
2015/6/21,20
2015/6/22,8
2015/6/23,5
2015/6/24,6
2015/6/25,14
2015/6/26,10
2015/6/27,9
2015/6/28,10
2015/6/29,4
2015/6/30,8
2015/7/1,10
2015/7/2,10
2015/7/3,10
2015/7/4,4
2015/7/5,5
2015/7/6,14
2015/7/7,14
2015/7/8,20
2015/7/9,13
2015/7/10,21
2015/7/11,20
2015/7/12,17
2015/7/13,19
2015/7/14,14
2015/7/15,27
2015/7/16,6
2015/7/17,16
2015/7/18,8
2015/7/19,7
2015/7/20,5
2015/7/21,8
2015/7/22,4
2015/7/23,17
2015/7/24,3
2015/7/25,10
2015/7/27,1
2015/7/28,7
2015/7/29,7
2015/7/30,3
2015/7/31,5
2015/8/1,6
2015/8/2,2
2015/8/3,5
2015/8/4,9
2015/8/5,4
2015/8/6,4
2015/8/7,11
2015/8/8,2
2015/8/9,2
2015/8/10,7
2015/8/11,5
2015/8/12,4
2015/8/13,4
2015/8/14,1
2015/8/15,4
2015/8/16,2
2015/8/17,18
2015/8/18,30
2015/8/19,40
2015/8/20,17
2015/8/21,21
2015/8/22,8
2015/8/23,11
2015/8/24,6
2015/8/25,27
2015/8/27,8
2015/8/28,17
2015/8/29,12
2015/8/30,17
2015/8/31,7
2015/9/1,11
2015/9/2,7
2015/9/3,8
2015/9/4,1
2015/9/5,14
2015/9/6,6
2015/9/7,11
2015/9/8,10
2015/9/9,4
2015/9/10,14
2015/9/11,15
2015/9/12,14
2015/9/13,8
2015/9/14,4
2015/9/15,2
2015/9/16,2
2015/9/17,10
2015/9/18,3
2015/9/19,8
2015/9/20,11
2015/9/21,7
2015/9/22,6
2015/9/23,9
2015/9/24,9
2015/9/25,29
2015/9/26,22
2015/9/27,9
2015/9/28,7
2015/9/29,17
2015/9/30,65
2015/10/1,9
2015/10/2,9
2015/10/3,32
2015/10/4,28
2015/10/5,51
2015/10/6,85
2015/10/7,7
2015/10/8,7
2015/10/9,6
2015/10/10,5
2015/10/11,4
2015/10/12,6
2015/10/13,4
2015/10/14,3
2015/10/15,9
2015/10/16,6
2015/10/17,10
2015/10/18,10
2015/10/19,10
2015/10/20,5
2015/10/21,4
2015/10/22,3
2015/10/23,7
2015/10/24,19
2015/10/25,11
2015/10/26,3
2015/10/27,13
2015/10/29,8
2015/10/30,7
2015/11/1,10
2015/11/2,4
2015/11/3,9
