Date,Count
2015/1/1,97
2015/1/2,179
2015/1/3,204
2015/1/4,251
2015/1/5,80
2015/1/6,92
2015/1/7,79
2015/1/8,90
2015/1/9,88
2015/1/10,101
2015/1/11,103
2015/1/12,103
2015/1/13,77
2015/1/14,86
2015/1/15,90
2015/1/16,136
2015/1/17,117
2015/1/18,94
2015/1/19,91
2015/1/20,151
2015/1/21,197
2015/1/22,159
2015/1/23,127
2015/1/24,119
2015/1/25,100
2015/1/26,87
2015/1/27,69
2015/1/28,104
2015/1/29,98
2015/1/30,92
2015/1/31,90
2015/2/1,72
2015/2/2,77
2015/2/3,91
2015/2/4,81
2015/2/5,73
2015/2/6,83
2015/2/7,104
2015/2/8,111
2015/2/9,101
2015/2/10,94
2015/2/11,102
2015/2/12,95
2015/2/13,127
2015/2/14,125
2015/2/15,122
2015/2/16,115
2015/2/17,137
2015/2/18,71
2015/2/19,48
2015/2/20,106
2015/2/21,94
2015/2/22,92
2015/2/23,91
2015/2/24,79
2015/2/25,70
2015/2/26,65
2015/2/27,47
2015/2/28,58
2015/3/1,53
2015/3/2,100
2015/3/3,125
2015/3/4,100
2015/3/5,107
2015/3/6,165
2015/3/7,224
2015/3/8,186
2015/3/9,94
2015/3/10,81
2015/3/11,66
2015/3/12,107
2015/3/13,171
2015/3/14,331
2015/3/15,292
2015/3/16,93
2015/3/17,88
2015/3/18,75
2015/3/19,100
2015/3/20,95
2015/3/21,164
2015/3/22,149
2015/3/23,123
2015/3/25,112
2015/3/26,209
2015/3/27,135
2015/3/28,182
2015/3/29,168
2015/4/1,106
2015/4/2,200
2015/4/3,239
2015/4/4,75
2015/4/5,340
2015/4/6,176
2015/4/7,121
2015/4/8,96
2015/4/9,88
2015/4/10,131
2015/4/11,133
2015/4/12,128
2015/4/13,104
2015/4/14,86
2015/4/15,89
2015/4/16,112
2015/4/17,127
2015/4/18,137
2015/4/19,179
2015/4/20,121
2015/4/21,106
2015/4/22,162
2015/4/23,113
2015/4/24,128
2015/4/25,172
2015/4/26,102
2015/4/27,98
2015/4/28,169
2015/4/29,238
2015/4/30,204
2015/5/1,94
2015/5/2,329
2015/5/3,170
2015/5/4,158
2015/5/5,156
2015/5/6,117
2015/5/7,141
2015/5/8,122
2015/5/9,149
2015/5/10,130
2015/5/11,115
2015/5/12,93
2015/5/13,129
2015/5/14,87
2015/5/15,113
2015/5/16,123
2015/5/17,126
2015/5/18,109
2015/5/19,95
2015/5/20,77
2015/5/21,51
2015/5/22,70
2015/5/23,80
2015/5/24,123
2015/5/25,111
2015/5/26,64
2015/5/27,60
2015/5/28,84
2015/5/29,110
2015/5/30,81
2015/5/31,129
2015/6/1,94
2015/6/2,76
2015/6/3,71
2015/6/4,75
2015/6/5,114
2015/6/6,114
2015/6/7,106
2015/6/8,77
2015/6/9,66
2015/6/10,82
2015/6/11,74
2015/6/12,85
2015/6/13,99
2015/6/14,88
2015/6/15,101
2015/6/16,78
2015/6/17,82
