Date,Count
2015/1/1,8
2015/1/2,67
2015/1/3,99
2015/1/4,8
2015/1/5,7
2015/1/6,5
2015/1/7,5
2015/1/8,11
2015/1/9,10
2015/1/10,20
2015/1/11,6
2015/1/12,25
2015/1/13,4
2015/1/14,9
2015/1/15,3
2015/1/16,3
2015/1/17,14
2015/1/18,4
2015/1/19,2
2015/1/20,4
2015/1/21,5
2015/1/22,3
2015/1/23,10
2015/1/24,17
2015/1/25,6
2015/1/26,15
2015/1/27,12
2015/1/28,9
2015/1/29,4
2015/1/30,2
2015/1/31,19
2015/2/2,3
2015/2/3,8
2015/2/4,2
2015/2/5,6
2015/2/6,5
2015/2/7,13
2015/2/8,3
2015/2/9,1
2015/2/10,4
2015/2/11,4
2015/2/12,4
2015/2/13,6
2015/2/15,5
2015/2/16,3
2015/2/19,3
2015/2/20,3
2015/2/21,10
2015/2/22,28
2015/2/23,16
2015/2/24,6
2015/2/25,11
2015/2/26,18
2015/2/27,13
2015/2/28,9
2015/3/1,9
2015/3/2,3
2015/3/3,5
2015/3/4,23
2015/3/5,21
2015/3/6,26
2015/3/7,26
2015/3/8,13
2015/3/9,5
2015/3/10,4
2015/3/11,13
2015/3/12,8
2015/3/13,15
