Date,Count
2015/1/1,7342
2015/1/2,8438
2015/1/3,11413
2015/1/4,8573
2015/1/5,7803
2015/1/6,7167
2015/1/7,7537
2015/1/8,7532
2015/1/9,8546
2015/1/10,7659
2015/1/11,7349
2015/1/12,7829
2015/1/13,7487
2015/1/14,7995
2015/1/15,8014
2015/1/16,8734
2015/1/17,7473
2015/1/18,7748
2015/1/19,6991
2015/1/20,7621
2015/1/21,8315
2015/1/22,8422
2015/1/23,8459
2015/1/24,7609
2015/1/25,7630
2015/1/26,7085
2015/1/27,6817
2015/1/28,7134
2015/1/29,7374
2015/1/30,7877
2015/1/31,7215
2015/2/1,7813
2015/2/2,6894
2015/2/3,6947
2015/2/4,7036
2015/2/5,7098
2015/2/6,7523
2015/2/7,7743
2015/2/8,7485
2015/2/9,7349
2015/2/10,8300
2015/2/11,8019
2015/2/12,9022
2015/2/13,13070
2015/2/14,14181
2015/2/15,13614
2015/2/16,13344
2015/2/17,11387
2015/2/18,4112
2015/2/19,3521
2015/2/20,7157
2015/2/21,10711
2015/2/22,15062
2015/2/23,20350
2015/2/24,23248
2015/2/25,20957
2015/2/26,19677
2015/2/27,18351
2015/2/28,17220
2015/3/1,15979
2015/3/2,14700
2015/3/3,15055
2015/3/4,16017
2015/3/5,17042
2015/3/6,21522
2015/3/7,21706
2015/3/8,20792
2015/3/9,18424
2015/3/10,17102
2015/3/11,15750
2015/3/12,15431
2015/3/13,14426
2015/3/14,13901
2015/3/15,14630
2015/3/16,13742
2015/3/17,12913
2015/3/18,12801
2015/3/19,12899
2015/3/20,13669
2015/3/21,12023
2015/3/22,13361
2015/3/23,12591
2015/3/25,13021
2015/3/26,11713
2015/3/27,12815
2015/3/28,12176
2015/3/29,11959
2015/4/1,12080
2015/4/2,12773
2015/4/3,16444
2015/4/4,15546
2015/4/5,11470
2015/4/6,16020
2015/4/7,13111
2015/4/8,12119
2015/4/9,12710
2015/4/10,13543
2015/4/11,11787
2015/4/12,11560
2015/4/13,11972
2015/4/14,11396
2015/4/15,12123
2015/4/16,13162
2015/4/17,13397
2015/4/18,12337
2015/4/19,12668
2015/4/20,12178
2015/4/21,12011
2015/4/22,12925
2015/4/23,13439
2015/4/24,14292
2015/4/25,13647
2015/4/26,13479
2015/4/27,13730
2015/4/28,14995
2015/4/29,15247
2015/4/30,22814
2015/5/1,21020
2015/5/2,14290
2015/5/3,18586
2015/5/4,15159
2015/5/5,13640
2015/5/6,13380
2015/5/7,13292
2015/5/8,14409
2015/5/9,13008
2015/5/10,12966
2015/5/11,13058
2015/5/12,12585
2015/5/13,12856
2015/5/14,13374
2015/5/15,15754
2015/5/16,15386
2015/5/17,13488
2015/5/18,13735
2015/5/19,13205
2015/5/20,14680
2015/5/21,16998
2015/5/22,19014
2015/5/23,14360
2015/5/24,13310
2015/5/25,13261
2015/5/26,12696
2015/5/27,13638
2015/5/28,14266
2015/5/29,15835
2015/5/30,13104
2015/5/31,12251
2015/6/1,12398
2015/6/2,13460
2015/6/3,13366
2015/6/4,13926
2015/6/5,16443
2015/6/6,13356
2015/6/7,12747
2015/6/8,12954
2015/6/9,12979
2015/6/10,14312
2015/6/11,16267
2015/6/12,19473
2015/6/13,16675
2015/6/14,15759
2015/6/15,15957
2015/6/16,15927
2015/6/17,17500
2015/6/18,19529
2015/6/19,24117
2015/6/20,21337
2015/6/21,17010
2015/6/22,18259
2015/6/23,16577
2015/6/24,16012
2015/6/25,17545
2015/6/26,19148
2015/6/27,17838
2015/6/28,16261
2015/6/29,16392
2015/6/30,17551
2015/7/1,21206
2015/7/2,22418
2015/7/3,24550
2015/7/4,23516
2015/7/5,22326
2015/7/6,22257
2015/7/7,21792
2015/7/8,23757
2015/7/9,25492
2015/7/10,29205
2015/7/11,27543
2015/7/12,26953
2015/7/13,26029
2015/7/14,25652
2015/7/15,28273
2015/7/16,29038
2015/7/17,30863
2015/7/18,29058
2015/7/19,27720
2015/7/20,27619
2015/7/21,26328
2015/7/22,27869
2015/7/23,30527
2015/7/24,31904
2015/7/25,29400
2015/7/27,27497
2015/7/28,26488
2015/7/29,27312
2015/7/30,29258
2015/7/31,33603
2015/8/1,31855
2015/8/2,29820
2015/8/3,28736
2015/8/4,27300
2015/8/5,29703
2015/8/6,30804
2015/8/7,33218
2015/8/8,31153
2015/8/9,29133
2015/8/10,28160
2015/8/11,28904
2015/8/12,29806
2015/8/13,30128
2015/8/14,32789
2015/8/15,30057
2015/8/16,28221
2015/8/17,27102
2015/8/18,25776
2015/8/19,26394
2015/8/20,28762
2015/8/21,31744
2015/8/22,28015
2015/8/23,24310
2015/8/24,22645
2015/8/25,22141
2015/8/27,23902
2015/8/28,26287
2015/8/29,21568
2015/8/30,18344
2015/8/31,18383
2015/9/1,21950
2015/9/2,28469
2015/9/3,26736
2015/9/4,19495
2015/9/5,19961
2015/9/6,17733
2015/9/7,16279
2015/9/8,16260
2015/9/9,16363
2015/9/10,20458
2015/9/11,19765
2015/9/12,17359
2015/9/13,16911
2015/9/14,16634
2015/9/15,14678
2015/9/16,15326
2015/9/17,15684
2015/9/18,17656
2015/9/19,15023
2015/9/20,14181
2015/9/21,13478
2015/9/22,13314
2015/9/23,12802
2015/9/24,14351
2015/9/25,15742
2015/9/26,15277
2015/9/27,13737
2015/9/28,16888
2015/9/29,17943
2015/9/30,27858
2015/10/1,29724
2015/10/2,28529
2015/10/3,25354
2015/10/4,23068
2015/10/5,24331
2015/10/6,25644
2015/10/7,22431
2015/10/8,15062
2015/10/9,13195
2015/10/10,12694
2015/10/11,12490
2015/10/12,12961
2015/10/13,12826
2015/10/14,13643
2015/10/15,14030
2015/10/16,15316
2015/10/17,13534
2015/10/18,14224
2015/10/19,13823
2015/10/20,13180
2015/10/21,12866
2015/10/22,13231
2015/10/23,15573
2015/10/24,15605
2015/10/25,15656
2015/10/26,13009
2015/10/27,12037
2015/10/28,12076
2015/10/29,12393
2015/10/30,13141
2015/11/1,12105
2015/11/2,11295
2015/11/3,11795
2015/11/4,11220
2015/11/5,10839
2015/11/6,12107
2015/11/7,10319
2015/11/8,10685
2015/11/9,10586
2015/11/10,10845
2015/11/11,11096
2015/11/12,11364
2015/11/13,13413
2015/11/14,10421
2015/11/15,10809
2015/11/16,9960
2015/11/17,10365
2015/11/18,10305
2015/11/19,10500
2015/11/20,11754
2015/11/21,10215
2015/11/22,10311
2015/11/23,10296
2015/11/24,9713
2015/11/25,9713
2015/11/26,10477
2015/11/27,11233
2015/11/28,9587
2015/11/29,10070
2015/11/30,9569
2015/12/1,10593
2015/12/2,10049
2015/12/3,9752
2015/12/4,10654
2015/12/5,8933
2015/12/6,9248
2015/12/7,8925
2015/12/8,9010
2015/12/9,9131
2015/12/10,9320
2015/12/11,10061
2015/12/12,8321
2015/12/13,9157
2015/12/14,8915
2015/12/15,9009
2015/12/16,8776
2015/12/17,8855
2015/12/18,10299
2015/12/19,8959
2015/12/20,8722
2015/12/21,8577
2015/12/22,8576
2015/12/23,8895
2015/12/24,8837
2015/12/25,9520
2015/12/26,7954
2015/12/27,8125
2015/12/28,8465
2015/12/29,8805
2015/12/30,10402
2015/12/31,10812
2016/1/1,9712
2016/1/2,9387
2016/1/3,11700
2016/1/4,8969
2016/1/5,8282
2016/1/6,8661
2016/1/7,8610
2016/1/8,9308
2016/1/9,8305
2016/1/10,8961
2016/1/11,8451
2016/1/12,8707
2016/1/13,9164
2016/1/14,9817
2016/1/15,10837
2016/1/16,9796
2016/1/17,9867
2016/1/18,9182
2016/1/19,9179
2016/1/20,10452
2016/1/21,10207
2016/1/22,10855
2016/1/23,10463
2016/1/24,8822
2016/1/25,8641
2016/1/26,7872
2016/1/27,8266
2016/1/28,8958
2016/1/29,9361
2016/1/30,9607
2016/1/31,9571
2016/2/1,8294
2016/2/2,9703
2016/2/3,14034
2016/2/4,16022
2016/2/5,16123
2016/2/6,13550
2016/2/7,4048
2016/2/8,3539
2016/2/9,7339
2016/2/10,11672
2016/2/11,16830
2016/2/12,22816
2016/2/13,25692
2016/2/14,23488
2016/2/15,20933
2016/2/16,19642
2016/2/17,18962
2016/2/18,16581
2016/2/20,15553
2016/2/21,13883
2016/2/22,14033
2016/2/23,19933
2016/2/24,20228
2016/2/25,22174
2016/2/26,22398
2016/2/27,21860
2016/2/28,20292
2016/2/29,19036
2016/3/1,16867
2016/3/2,17345
2016/3/3,16915
2016/3/4,19020
2016/3/5,16510
2016/3/6,14822
2016/3/7,12729
2016/3/8,12520
2016/3/9,12219
2016/3/10,12832
2016/3/11,13956
2016/3/12,11674
2016/3/13,12370
2016/3/14,12125
2016/3/15,11887
2016/3/16,12219
2016/3/17,12254
2016/3/18,13387
2016/3/19,11573
2016/3/20,11464
