Date,Count
2015/1/1,527
2015/1/2,752
2015/1/3,947
2015/1/4,443
2015/1/5,272
2015/1/6,273
2015/1/7,269
2015/1/8,283
2015/1/9,396
2015/1/10,455
2015/1/11,438
2015/1/12,344
2015/1/13,272
2015/1/14,265
2015/1/15,330
2015/1/16,393
2015/1/17,342
2015/1/18,529
2015/1/19,356
2015/1/20,439
2015/1/21,431
2015/1/22,493
2015/1/23,470
2015/1/24,375
2015/1/25,445
2015/1/26,329
2015/1/27,287
2015/1/28,330
2015/1/29,311
2015/1/30,295
2015/1/31,308
2015/2/1,403
2015/2/2,270
2015/2/3,272
2015/2/4,275
2015/2/5,258
2015/2/6,313
2015/2/7,338
2015/2/8,321
2015/2/9,240
2015/2/10,232
2015/2/11,278
2015/2/12,251
2015/2/13,260
2015/2/14,291
2015/2/15,183
2015/2/16,135
2015/2/17,102
2015/2/18,63
2015/2/19,148
2015/2/20,238
2015/2/21,260
2015/2/22,269
2015/2/23,457
2015/2/24,546
2015/2/25,276
2015/2/26,314
2015/2/27,248
2015/2/28,284
2015/3/1,320
2015/3/2,314
2015/3/3,325
2015/3/4,317
2015/3/5,377
2015/3/6,367
2015/3/7,383
2015/3/8,384
2015/3/9,252
2015/3/10,313
2015/3/11,353
2015/3/12,312
2015/3/13,443
2015/3/14,601
2015/3/15,559
2015/3/16,289
2015/3/17,275
2015/3/18,287
2015/3/19,334
2015/3/20,544
2015/3/21,457
2015/3/22,661
2015/3/23,320
2015/3/25,371
2015/3/26,368
2015/3/27,606
2015/3/28,470
2015/3/29,668
2015/4/1,294
2015/4/2,362
2015/4/3,874
2015/4/4,833
2015/4/5,1134
2015/4/6,782
2015/4/7,359
2015/4/8,347
2015/4/9,331
2015/4/10,485
2015/4/11,562
2015/4/12,575
2015/4/13,247
2015/4/14,393
2015/4/15,441
2015/4/16,414
2015/4/17,641
2015/4/18,442
2015/4/19,650
2015/4/20,280
2015/4/21,314
2015/4/22,362
2015/4/23,361
2015/4/24,464
2015/4/25,367
2015/4/26,574
2015/4/27,307
2015/4/28,345
2015/4/29,560
2015/4/30,894
2015/5/1,624
2015/5/2,866
2015/5/3,780
2015/5/4,376
2015/5/5,349
2015/5/6,351
2015/5/7,405
2015/5/8,574
2015/5/9,509
2015/5/10,534
2015/5/11,295
2015/5/12,300
2015/5/13,347
2015/5/14,441
2015/5/15,621
2015/5/16,587
2015/5/17,810
2015/5/18,350
2015/5/19,310
2015/5/20,369
2015/5/21,416
2015/5/22,754
2015/5/23,1095
2015/5/24,897
2015/5/25,497
2015/5/26,360
2015/5/27,353
2015/5/28,501
2015/5/29,1013
2015/5/30,540
2015/5/31,1017
2015/6/1,301
2015/6/2,357
2015/6/3,345
2015/6/4,414
2015/6/5,551
2015/6/6,518
2015/6/7,771
2015/6/8,380
2015/6/9,420
2015/6/10,421
2015/6/11,373
2015/6/12,491
2015/6/13,397
2015/6/14,723
2015/6/15,392
2015/6/16,400
2015/6/17,411
2015/6/18,434
2015/6/19,868
2015/6/20,568
2015/6/21,1073
2015/6/22,853
2015/6/23,524
2015/6/24,394
2015/6/25,411
2015/6/26,551
2015/6/27,489
2015/6/28,623
2015/6/29,437
2015/6/30,674
2015/7/1,547
2015/7/2,476
2015/7/3,601
2015/7/4,656
2015/7/5,840
2015/7/6,482
2015/7/7,459
2015/7/8,531
2015/7/9,579
2015/7/10,559
2015/7/11,654
2015/7/12,651
2015/7/13,474
2015/7/14,480
2015/7/15,469
2015/7/16,515
2015/7/17,517
2015/7/18,469
2015/7/19,634
2015/7/20,434
2015/7/21,420
2015/7/22,407
2015/7/23,555
2015/7/24,504
2015/7/25,398
2015/7/27,413
2015/7/28,399
2015/7/29,434
2015/7/30,393
2015/7/31,420
2015/8/1,405
2015/8/2,596
2015/8/3,379
2015/8/4,407
2015/8/5,398
2015/8/6,408
2015/8/7,407
2015/8/8,440
2015/8/9,595
2015/8/10,431
2015/8/11,419
2015/8/12,441
2015/8/13,456
2015/8/14,435
2015/8/15,449
2015/8/16,635
2015/8/17,409
2015/8/18,451
2015/8/19,500
2015/8/20,536
2015/8/21,474
2015/8/22,447
2015/8/23,612
2015/8/24,440
2015/8/25,432
2015/8/27,494
2015/8/28,553
2015/8/29,501
2015/8/30,489
2015/8/31,348
2015/9/1,322
2015/9/2,538
2015/9/3,537
2015/9/4,895
2015/9/5,807
2015/9/6,559
2015/9/7,384
2015/9/8,366
2015/9/9,300
2015/9/10,368
2015/9/11,570
2015/9/12,467
2015/9/13,631
2015/9/14,397
2015/9/15,403
2015/9/16,346
2015/9/17,418
2015/9/18,515
2015/9/19,532
2015/9/20,793
2015/9/21,419
2015/9/22,378
2015/9/23,388
2015/9/24,424
2015/9/25,891
2015/9/26,699
2015/9/27,960
2015/9/28,603
2015/9/29,425
2015/9/30,597
2015/10/1,548
2015/10/2,736
2015/10/3,878
2015/10/4,712
2015/10/5,742
2015/10/6,752
2015/10/7,685
2015/10/8,362
2015/10/9,450
2015/10/10,515
2015/10/11,586
2015/10/12,376
2015/10/13,407
2015/10/14,474
2015/10/15,445
2015/10/16,786
2015/10/17,742
2015/10/18,1043
2015/10/19,433
2015/10/20,453
2015/10/21,406
2015/10/22,486
2015/10/23,704
2015/10/24,1107
2015/10/25,1299
2015/10/26,350
2015/10/27,342
2015/10/28,343
2015/10/29,452
2015/10/30,755
2015/11/1,1077
2015/11/2,460
2015/11/3,408
2015/11/4,371
2015/11/5,370
2015/11/6,652
2015/11/7,560
2015/11/8,857
2015/11/9,393
2015/11/10,417
2015/11/11,372
2015/11/12,408
2015/11/13,636
2015/11/14,538
2015/11/15,923
2015/11/16,415
2015/11/17,415
2015/11/18,399
2015/11/19,432
2015/11/20,726
2015/11/21,568
2015/11/22,765
2015/11/23,474
2015/11/24,348
2015/11/25,353
2015/11/26,361
2015/11/27,694
2015/11/28,568
2015/11/29,1006
2015/11/30,432
2015/12/1,350
2015/12/2,388
2015/12/3,347
2015/12/4,640
2015/12/5,535
2015/12/6,901
2015/12/7,435
2015/12/8,416
2015/12/9,354
2015/12/10,380
2015/12/11,653
2015/12/12,574
2015/12/13,849
2015/12/14,417
2015/12/15,406
2015/12/16,375
2015/12/17,367
2015/12/18,621
2015/12/19,521
2015/12/20,744
2015/12/21,397
