Date,Count
2015/1/1,860
2015/1/2,755
2015/1/3,966
2015/1/4,854
2015/1/5,722
2015/1/6,755
2015/1/7,811
2015/1/8,807
2015/1/9,822
2015/1/10,835
2015/1/11,756
2015/1/12,804
2015/1/13,800
2015/1/14,822
2015/1/15,846
2015/1/16,1066
2015/1/17,934
2015/1/18,1014
2015/1/19,1023
2015/1/20,898
2015/1/21,1219
2015/1/22,1154
2015/1/23,1208
2015/1/24,1232
2015/1/25,1068
2015/1/26,885
2015/1/27,892
2015/1/28,874
2015/1/29,818
2015/1/30,871
2015/1/31,911
2015/2/1,869
2015/2/2,749
2015/2/3,835
2015/2/4,781
2015/2/5,830
2015/2/6,934
2015/2/7,1013
2015/2/8,824
2015/2/9,880
2015/2/10,970
2015/2/11,872
2015/2/12,1066
2015/2/13,1080
2015/2/14,1315
2015/2/15,1299
2015/2/16,1290
2015/2/17,1222
2015/2/18,433
2015/2/19,698
2015/2/20,856
2015/2/21,747
2015/2/22,728
2015/2/23,708
2015/2/24,721
2015/2/25,672
2015/2/26,647
2015/2/27,678
2015/2/28,725
2015/3/1,666
2015/3/2,823
2015/3/3,853
2015/3/4,814
2015/3/5,704
2015/3/6,786
2015/3/7,949
2015/3/8,886
2015/3/9,932
2015/3/10,915
2015/3/11,1087
2015/3/12,1094
2015/3/13,1205
2015/3/14,1353
2015/3/15,1126
2015/3/16,937
2015/3/17,1044
2015/3/18,931
2015/3/19,898
2015/3/20,1032
2015/3/21,1064
2015/3/22,1064
2015/3/23,1021
2015/3/25,1056
2015/3/26,984
2015/3/27,1201
2015/3/28,1147
2015/3/29,1156
2015/4/1,1106
2015/4/2,1386
2015/4/3,998
2015/4/4,1266
2015/4/5,881
2015/4/6,792
2015/4/7,1102
2015/4/8,937
2015/4/9,1112
2015/4/10,1024
2015/4/11,977
2015/4/12,983
2015/4/13,1015
2015/4/14,983
2015/4/15,964
2015/4/16,968
2015/4/17,1188
2015/4/18,1047
2015/4/19,942
2015/4/20,1045
2015/4/21,1009
2015/4/22,1000
2015/4/23,1087
2015/4/24,1097
2015/4/25,1197
2015/4/26,1057
2015/4/27,1116
2015/4/28,1435
2015/4/29,1407
2015/4/30,1065
2015/5/1,1210
2015/5/2,1106
2015/5/3,940
2015/5/4,1289
2015/5/5,1134
2015/5/6,1023
2015/5/7,1048
2015/5/8,1100
2015/5/9,1029
2015/5/10,1021
2015/5/11,1064
2015/5/12,1062
2015/5/13,960
2015/5/14,1261
2015/5/15,1005
2015/5/16,984
2015/5/17,1068
2015/5/18,1028
2015/5/19,1050
2015/5/20,1252
2015/5/21,1365
2015/5/22,1184
2015/5/23,1178
2015/5/24,1134
2015/5/25,1087
2015/5/26,1129
2015/5/27,1056
2015/5/28,1002
2015/5/29,1119
2015/5/30,1035
2015/5/31,1010
2015/6/1,1052
2015/6/2,1002
2015/6/3,889
2015/6/4,1106
2015/6/5,1075
2015/6/6,983
2015/6/7,1120
2015/6/8,1072
2015/6/9,1042
2015/6/10,1040
2015/6/11,1059
2015/6/12,1018
2015/6/13,991
2015/6/14,993
2015/6/15,1180
2015/6/16,1043
2015/6/17,1150
2015/6/18,1227
2015/6/19,787
2015/6/20,1219
2015/6/21,1114
2015/6/22,872
2015/6/23,1157
2015/6/24,1065
2015/6/25,1166
2015/6/26,1140
2015/6/27,1102
2015/6/28,1180
2015/6/29,1075
2015/6/30,1110
2015/7/1,1124
2015/7/2,1284
2015/7/3,1158
2015/7/4,1240
2015/7/5,1305
2015/7/6,1336
2015/7/7,1473
2015/7/8,1362
2015/7/9,1491
2015/7/10,1069
2015/7/11,1215
2015/7/12,1016
2015/7/13,1186
2015/7/14,1141
2015/7/15,1001
2015/7/16,1009
2015/7/17,812
2015/7/18,1098
2015/7/19,959
2015/7/20,1140
2015/7/21,1173
2015/7/22,1077
2015/7/23,1125
2015/7/24,714
2015/7/25,1024
2015/7/27,946
2015/7/28,1049
2015/7/29,961
2015/7/30,923
2015/7/31,645
2015/8/1,1044
2015/8/2,1025
2015/8/3,901
2015/8/4,988
2015/8/5,1008
2015/8/6,1030
2015/8/7,768
2015/8/8,993
2015/8/9,880
2015/8/10,1050
2015/8/11,1017
2015/8/12,999
2015/8/13,966
2015/8/14,660
2015/8/15,1056
2015/8/16,886
2015/8/17,1106
2015/8/18,1057
2015/8/19,1146
2015/8/20,982
2015/8/21,831
2015/8/22,1018
2015/8/23,1028
2015/8/24,1193
2015/8/25,1267
2015/8/27,1254
2015/8/28,1010
2015/8/29,1401
2015/8/30,1295
2015/8/31,1079
2015/9/1,1167
2015/9/2,1035
2015/9/3,1406
2015/9/4,1308
2015/9/5,1054
2015/9/6,1050
2015/9/7,1074
2015/9/8,1046
2015/9/9,960
2015/9/10,976
2015/9/11,1082
2015/9/12,1124
2015/9/13,1100
2015/9/14,948
2015/9/15,1021
2015/9/16,999
2015/9/17,1025
2015/9/18,983
2015/9/19,1126
2015/9/20,1111
2015/9/21,984
2015/9/22,1074
2015/9/23,1269
2015/9/24,1464
2015/9/25,1316
2015/9/26,1966
2015/9/27,1227
2015/9/28,1329
2015/9/29,1770
2015/9/30,1188
2015/10/1,1214
2015/10/2,1285
2015/10/3,1177
2015/10/4,1228
2015/10/5,1329
2015/10/6,1335
2015/10/7,990
2015/10/8,934
2015/10/9,939
2015/10/10,987
2015/10/11,1095
2015/10/12,958
2015/10/13,1070
2015/10/14,1121
2015/10/15,1221
2015/10/16,1086
2015/10/17,1260
2015/10/18,1152
2015/10/19,1127
2015/10/20,1129
2015/10/21,1074
2015/10/22,1163
2015/10/23,1065
2015/10/24,1215
2015/10/25,1020
2015/10/26,1050
2015/10/27,1094
2015/10/28,1154
2015/10/29,1215
2015/10/30,1205
2015/11/1,1166
2015/11/2,1109
2015/11/3,979
2015/11/4,949
2015/11/5,966
2015/11/6,1111
2015/11/7,1022
2015/11/8,1103
2015/11/9,983
2015/11/10,1030
2015/11/11,941
2015/11/12,1023
2015/11/13,1191
2015/11/14,1067
2015/11/15,1118
2015/11/16,1086
2015/11/17,995
2015/11/18,945
2015/11/19,1221
2015/11/20,1218
2015/11/21,1051
2015/11/22,1161
2015/11/23,1074
2015/11/24,1007
2015/11/25,1057
2015/11/26,1267
2015/11/27,1130
2015/11/28,1040
2015/11/29,973
2015/11/30,1042
2015/12/1,1165
2015/12/2,1048
2015/12/3,1005
2015/12/4,1105
2015/12/5,1005
2015/12/6,1118
2015/12/7,918
2015/12/8,917
2015/12/9,967
2015/12/10,951
2015/12/11,992
2015/12/12,1026
2015/12/13,1076
2015/12/14,990
2015/12/15,889
2015/12/16,1094
2015/12/17,1040
2015/12/18,949
2015/12/19,1041
2015/12/20,980
2015/12/21,913
2015/12/22,885
2015/12/23,1105
2015/12/24,1105
2015/12/25,1042
2015/12/26,971
2015/12/27,1069
2015/12/28,965
2015/12/29,1057
2015/12/30,1283
2015/12/31,1424
2016/1/1,1120
2016/1/2,1019
2016/1/3,1206
2016/1/4,984
2016/1/5,921
2016/1/6,1134
2016/1/7,1009
2016/1/8,1394
2016/1/9,1144
2016/1/10,1139
2016/1/11,1099
2016/1/12,1135
2016/1/13,1196
2016/1/14,1297
2016/1/15,1756
2016/1/16,1636
2016/1/17,1407
2016/1/18,1156
2016/1/19,1257
2016/1/20,1298
2016/1/21,1290
2016/1/22,1441
2016/1/23,1383
2016/1/24,1189
2016/1/25,1049
2016/1/26,1035
2016/1/27,1165
2016/1/28,1113
2016/1/29,1262
2016/1/30,1452
2016/1/31,1267
2016/2/1,1153
2016/2/2,1325
2016/2/3,1594
2016/2/4,1490
2016/2/5,1533
2016/2/6,1386
2016/2/7,509
2016/2/8,688
2016/2/9,1056
2016/2/10,1011
2016/2/11,900
2016/2/12,928
2016/2/13,883
2016/2/14,871
2016/2/15,999
2016/2/16,1033
2016/2/17,973
2016/2/18,1117
2016/2/20,1082
2016/2/21,1082
2016/2/22,868
2016/2/23,1118
2016/2/24,1031
2016/2/25,1127
2016/2/26,1079
2016/2/27,960
2016/2/28,1020
2016/2/29,1164
2016/3/1,1082
2016/3/2,1127
2016/3/3,1090
2016/3/4,1524
2016/3/5,1563
2016/3/6,1694
2016/3/7,1253
2016/3/8,1068
2016/3/9,1156
2016/3/10,1272
2016/3/11,1398
2016/3/12,1172
2016/3/13,1282
2016/3/14,1113
2016/3/15,1161
2016/3/16,1216
2016/3/17,1329
2016/3/18,1430
2016/3/19,1200
2016/3/20,1069
