Date,Count
2015/1/1,597
2015/1/2,398
2015/1/3,423
2015/1/4,303
2015/1/5,276
2015/1/6,346
2015/1/7,337
2015/1/8,356
2015/1/9,417
2015/1/10,428
2015/1/11,390
2015/1/12,424
2015/1/13,386
2015/1/14,444
2015/1/15,524
2015/1/16,644
2015/1/17,523
2015/1/18,438
2015/1/19,405
2015/1/20,462
2015/1/21,459
2015/1/22,502
2015/1/23,551
2015/1/24,606
2015/1/25,455
2015/1/26,367
2015/1/27,351
2015/1/28,461
2015/1/29,437
2015/1/30,493
2015/1/31,478
2015/2/1,435
2015/2/2,344
2015/2/3,314
2015/2/4,315
2015/2/5,343
2015/2/6,424
2015/2/7,391
2015/2/8,387
2015/2/9,381
2015/2/10,427
2015/2/11,326
2015/2/12,358
2015/2/13,443
2015/2/14,605
2015/2/15,773
2015/2/16,854
2015/2/17,722
2015/2/18,269
2015/2/19,145
2015/2/20,338
2015/2/21,509
2015/2/22,361
2015/2/23,392
2015/2/24,473
2015/2/25,446
2015/2/26,485
2015/2/27,414
2015/2/28,384
2015/3/1,375
2015/3/2,485
2015/3/3,509
2015/3/4,429
2015/3/5,456
2015/3/6,600
2015/3/7,458
2015/3/8,445
2015/3/9,487
2015/3/10,459
2015/3/11,411
2015/3/12,478
2015/3/13,555
2015/3/14,445
2015/3/15,455
2015/3/16,470
2015/3/17,410
2015/3/18,392
2015/3/19,506
2015/3/20,463
2015/3/21,413
2015/3/22,495
2015/3/23,358
2015/3/25,418
2015/3/26,397
2015/3/27,430
2015/3/28,387
2015/3/29,440
2015/4/1,482
2015/4/2,794
2015/4/3,957
2015/4/4,714
2015/4/5,451
2015/4/6,398
2015/4/7,337
2015/4/8,340
2015/4/9,350
2015/4/10,376
2015/4/11,314
2015/4/12,513
2015/4/13,390
2015/4/14,342
2015/4/15,415
2015/4/16,421
2015/4/17,460
2015/4/18,339
2015/4/19,372
2015/4/20,387
2015/4/21,456
2015/4/22,421
2015/4/23,470
2015/4/24,465
2015/4/25,412
2015/4/26,442
2015/4/27,446
2015/4/28,668
2015/4/29,988
2015/4/30,948
2015/5/1,720
2015/5/2,719
2015/5/3,452
2015/5/4,453
2015/5/5,427
2015/5/6,426
2015/5/7,421
2015/5/8,497
2015/5/9,384
2015/5/10,462
2015/5/11,375
2015/5/12,388
2015/5/13,360
2015/5/14,410
2015/5/15,483
2015/5/16,423
2015/5/17,408
2015/5/18,417
2015/5/19,436
2015/5/20,430
2015/5/21,475
2015/5/22,405
2015/5/23,409
2015/5/24,399
2015/5/25,306
2015/5/26,347
2015/5/27,385
2015/5/28,396
2015/5/29,456
2015/5/30,472
2015/5/31,452
2015/6/1,357
2015/6/2,328
2015/6/3,323
2015/6/4,380
2015/6/5,452
2015/6/6,417
2015/6/7,471
2015/6/8,368
2015/6/9,354
2015/6/10,366
2015/6/11,363
2015/6/12,465
2015/6/13,419
2015/6/14,403
2015/6/15,351
2015/6/16,303
2015/6/17,490
2015/6/18,688
2015/6/19,678
2015/6/20,559
2015/6/21,508
2015/6/22,396
2015/6/23,360
2015/6/24,390
2015/6/25,497
2015/6/26,495
2015/6/27,534
2015/6/28,428
2015/6/29,394
2015/6/30,385
2015/7/1,493
2015/7/2,439
2015/7/3,459
2015/7/4,498
2015/7/5,447
2015/7/6,419
2015/7/7,513
2015/7/8,535
2015/7/9,544
2015/7/10,493
2015/7/11,591
2015/7/12,479
2015/7/13,523
2015/7/14,581
2015/7/15,550
2015/7/16,597
2015/7/17,450
2015/7/18,484
2015/7/19,450
2015/7/20,495
2015/7/21,519
2015/7/22,496
2015/7/23,453
2015/7/24,331
2015/7/25,418
2015/7/27,481
2015/7/28,435
2015/7/29,396
2015/7/30,433
2015/7/31,370
2015/8/1,398
2015/8/2,435
2015/8/3,457
2015/8/4,434
2015/8/5,443
2015/8/6,465
2015/8/7,357
2015/8/8,347
2015/8/9,360
2015/8/10,458
2015/8/11,397
2015/8/12,455
2015/8/13,406
2015/8/14,387
2015/8/15,414
2015/8/16,420
2015/8/17,377
2015/8/18,509
2015/8/19,470
2015/8/20,426
2015/8/21,411
2015/8/22,450
2015/8/23,449
2015/8/24,421
2015/8/25,446
2015/8/27,504
2015/8/28,477
2015/8/29,522
2015/8/30,417
2015/8/31,353
2015/9/1,453
2015/9/2,530
2015/9/3,474
2015/9/4,415
2015/9/5,422
2015/9/6,325
2015/9/7,328
2015/9/8,384
2015/9/9,319
2015/9/10,325
2015/9/11,453
2015/9/12,647
2015/9/13,536
2015/9/14,364
2015/9/15,316
2015/9/16,338
2015/9/17,305
2015/9/18,399
2015/9/19,393
2015/9/20,366
2015/9/21,329
2015/9/22,345
2015/9/23,381
2015/9/24,631
2015/9/25,878
2015/9/26,1058
2015/9/27,536
2015/9/28,385
2015/9/29,872
2015/9/30,1023
2015/10/1,954
2015/10/2,777
2015/10/3,616
2015/10/4,500
2015/10/5,479
2015/10/6,384
2015/10/7,366
2015/10/8,304
2015/10/9,354
2015/10/10,335
2015/10/11,361
2015/10/12,349
2015/10/13,368
2015/10/14,297
2015/10/15,372
2015/10/16,426
2015/10/17,429
2015/10/18,452
2015/10/19,380
2015/10/20,367
2015/10/21,377
2015/10/22,389
2015/10/23,533
2015/10/24,413
2015/10/25,389
2015/10/26,362
2015/10/27,317
2015/10/28,328
2015/10/29,389
2015/10/30,464
2015/11/1,432
2015/11/2,334
2015/11/3,293
2015/11/4,329
2015/11/5,286
2015/11/6,483
2015/11/7,398
2015/11/8,357
2015/11/9,310
2015/11/10,329
2015/11/11,298
2015/11/12,326
2015/11/13,449
2015/11/14,383
2015/11/15,374
2015/11/16,302
2015/11/17,327
2015/11/18,336
2015/11/19,365
2015/11/20,514
2015/11/21,450
2015/11/22,437
2015/11/23,312
2015/11/24,327
2015/11/25,312
2015/11/26,366
2015/11/27,536
2015/11/28,405
2015/11/29,346
2015/11/30,388
2015/12/1,295
2015/12/2,290
2015/12/3,363
2015/12/4,444
2015/12/5,312
2015/12/6,338
2015/12/7,302
2015/12/8,296
2015/12/9,333
2015/12/10,322
2015/12/11,452
2015/12/12,308
2015/12/13,294
2015/12/14,298
2015/12/15,314
2015/12/16,366
2015/12/17,320
2015/12/18,424
2015/12/19,302
2015/12/20,340
2015/12/21,349
2015/12/22,326
2015/12/23,312
2015/12/24,377
2015/12/25,357
2015/12/26,353
2015/12/27,308
2015/12/28,362
2015/12/29,398
2015/12/30,598
2015/12/31,519
2016/1/1,540
2016/1/2,377
2016/1/3,301
2016/1/4,297
2016/1/5,401
2016/1/6,299
2016/1/7,375
2016/1/8,458
2016/1/9,500
2016/1/10,361
2016/1/11,434
2016/1/12,440
2016/1/13,475
2016/1/14,442
2016/1/15,638
2016/1/16,619
2016/1/17,398
2016/1/18,363
2016/1/19,429
2016/1/20,512
2016/1/21,431
2016/1/22,546
2016/1/23,443
2016/1/24,311
2016/1/25,319
2016/1/26,268
2016/1/27,333
2016/1/28,311
2016/1/29,347
2016/1/30,389
2016/1/31,380
2016/2/1,307
2016/2/2,324
2016/2/3,477
2016/2/4,672
2016/2/5,775
2016/2/6,755
2016/2/7,174
2016/2/8,107
2016/2/9,304
2016/2/10,419
